message_id,client_id,freelancer_id,message,sent_at
435,463,176,I want a cinematic black bar effect.,2023-05-26 14:50:04
436,112,210,I want upbeat music for the montage.,2024-08-14 16:34:59
437,580,43,Can you add chapter markers in the edit?,2025-03-02 12:40:48
438,484,906,Please add a custom intro animation.,2025-10-14 23:22:31
439,400,508,Can you add motion blur effects?,2023-10-16 17:04:53
440,123,26,I want the video to be under 60 seconds.,2024-05-06 13:17:17
441,892,945,Please add a smooth slow-mo at the climax.,2026-04-16 21:12:00
442,287,762,Can you add particle effects?,2023-06-24 02:59:22
443,508,114,Please sync everything to the drum hits.,2023-09-18 01:03:59
444,561,828,Please add a custom intro animation.,2025-01-06 14:32:47
445,855,7,Can you add lower thirds with my name?,2024-02-04 07:30:53
446,314,251,Can you add particle effects?,2023-03-25 21:34:11
447,149,845,Can you speed ramp the action scenes?,2026-03-26 07:03:21
448,309,301,Please brighten the footage a bit more.,2023-10-13 15:36:24
449,370,148,How long will the delivery take?,2025-10-03 21:10:12
450,407,16,Can you add motion blur effects?,2024-06-16 02:39:36
451,186,220,I need the logo animated in 3D.,2024-02-24 13:47:05
452,774,85,Can you add motion blur effects?,2026-02-12 08:07:43
453,936,959,Please add a smooth zoom effect on key moments.,2026-02-09 00:13:53
454,18,598,Can you add a call-to-action at the end?,2024-04-19 06:36:48
455,760,844,I want a vintage film look for this video.,2025-01-07 09:09:49
456,905,185,Please export in 4K resolution.,2025-08-16 20:19:29
457,24,214,I need a short teaser version as well.,2023-10-12 00:59:52
458,431,657,I want the gaming footage to look more cinematic.,2024-07-02 21:21:05
459,324,97,Can you speed ramp the action scenes?,2023-07-23 03:15:22
460,482,419,How long will the delivery take?,2025-10-09 11:23:00
461,477,618,I need a square format version too.,2026-01-24 03:00:20
462,571,25,I need a short teaser version as well.,2023-07-28 09:30:56
463,277,971,I want a dreamy aesthetic for this vlog.,2025-12-11 09:11:17
464,368,599,I want upbeat music for the montage.,2024-06-29 05:06:56
465,115,392,I want more slow motion effects.,2023-07-24 11:26:26
466,109,109,Please sync everything to the drum hits.,2025-11-03 03:01:43
467,114,328,I want upbeat music for the montage.,2025-06-22 13:44:08
468,945,862,How long will the delivery take?,2023-09-23 13:15:29
469,825,441,I want upbeat music for the montage.,2024-09-20 20:42:30
470,776,720,Please remove the background noise.,2026-02-12 05:50:02
471,622,822,I want upbeat music for the montage.,2024-10-04 21:00:57
472,262,491,Can you add a progress bar animation?,2024-10-27 03:30:02
473,811,900,Can you add animated charts and graphs?,2025-11-14 01:51:34
474,432,130,I need captions in English and Spanish.,2024-12-21 12:35:42
475,389,61,Can you add subtitles to my video?,2025-02-16 08:48:12
476,539,276,I need a square format version too.,2024-12-09 23:51:57
477,266,25,Can you add animated charts and graphs?,2026-03-10 04:15:14
478,237,449,Please add a smooth zoom effect on key moments.,2025-05-16 08:44:33
479,1000,91,Please sync everything to the drum hits.,2023-06-20 11:46:40
480,586,34,I need this for a pitch to investors.,2024-03-29 06:44:17
481,635,867,Please sync everything to the drum hits.,2023-07-23 06:13:14
482,88,448,I need a square format version too.,2023-03-10 01:58:36
483,52,414,Please sync everything to the drum hits.,2026-02-19 04:29:45
484,744,783,Please make the intro more impactful.,2026-04-09 05:03:32
485,916,966,Please add text overlays with key points.,2024-09-02 21:31:23
486,623,986,I want neon glow effects for the gaming edit.,2025-08-29 17:53:21
487,131,854,Please add text overlays with key points.,2024-05-21 19:28:44
488,236,286,I want upbeat music for the montage.,2024-02-23 05:37:31
489,523,448,Can you add a call-to-action at the end?,2024-11-28 21:41:57
490,968,974,I want more slow motion effects.,2025-02-22 12:48:29
491,162,121,Can you speed ramp the action scenes?,2025-06-11 03:24:44
492,989,541,Can you add particle effects?,2024-05-10 04:49:11
493,281,443,Can you sync the cuts to the beat?,2023-08-19 07:06:54
494,732,877,Can you add subtitles to my video?,2023-09-19 13:55:36
495,68,171,Please add text overlays with key points.,2026-03-01 06:57:18
496,745,504,I need a short teaser version as well.,2026-02-27 20:01:59
497,152,888,Can you add subtitles to my video?,2024-07-12 10:54:53
498,925,337,Can you add subtitles to my video?,2023-11-20 15:55:18
499,780,224,Can you add subtitles to my video?,2023-04-06 00:44:06
500,22,19,Can you add a progress bar animation?,2025-03-17 13:36:58
501,386,255,Please remove the background noise.,2026-03-01 18:00:22
502,732,413,Can you add lower thirds with my name?,2024-01-08 00:43:57
503,608,114,Please export with captions burned in.,2023-01-08 20:02:51
504,4,529,Please make the intro more impactful.,2025-06-07 11:54:39
505,787,797,Please sync everything to the drum hits.,2023-05-21 02:44:44
506,125,259,I need the video by Friday please.,2024-09-23 08:00:07
507,818,3,Please make the reels more dynamic.,2025-06-19 18:44:02
508,978,877,How long will the delivery take?,2024-08-20 14:34:07
509,582,772,Can you add chapter markers in the edit?,2025-09-02 13:10:14
510,156,841,Please add a smooth color grade.,2023-08-05 01:12:52
511,702,507,Please add text overlays with key points.,2024-12-10 20:44:14
512,760,852,I need the logo animated in 3D.,2025-11-12 04:43:58
513,545,968,I need the audio levels balanced out.,2025-06-15 22:26:41
514,745,471,Can you add chapter markers in the edit?,2026-01-18 03:52:07
515,633,46,Please export in 4K resolution.,2023-01-15 04:03:14
516,555,815,I want neon glow effects for the gaming edit.,2024-06-07 14:14:45
517,308,557,How long will the delivery take?,2025-05-01 00:29:55
518,436,492,I want the video to be under 60 seconds.,2024-08-26 20:37:24
519,251,42,Can you color grade this footage?,2023-02-06 03:39:07
520,944,612,I need the logo animated in 3D.,2025-03-11 10:27:19
521,284,701,Can you speed ramp the action scenes?,2024-01-23 04:55:40
522,445,122,Can you add background music to the edit?,2026-01-28 11:51:37
523,856,251,I want a vintage film look for this video.,2023-05-09 11:08:57
524,952,99,Please make the intro more impactful.,2023-05-13 15:06:19
525,326,95,Please add a smooth zoom effect on key moments.,2025-07-27 19:33:49
526,569,662,Can you make the transitions smoother?,2025-12-14 21:29:15
527,266,338,Can you add animated charts and graphs?,2023-08-09 04:18:30
528,778,588,I need a square format version too.,2023-08-22 11:26:01
529,997,19,Please add text overlays with key points.,2025-09-15 04:53:22
530,267,825,Please add a smooth zoom effect on key moments.,2023-01-20 00:49:12
531,71,372,I need captions in English and Spanish.,2024-05-18 13:25:50
532,781,245,Can you add a call-to-action at the end?,2024-10-03 17:01:08
533,421,31,I want a vintage film look for this video.,2024-05-15 00:02:32
534,385,967,Please sync everything to the drum hits.,2025-08-01 14:24:47
535,612,257,Please remove the background noise.,2025-06-23 10:42:23
536,912,721,Can you add a call-to-action at the end?,2024-09-20 13:56:38
537,443,453,Can you add motion blur effects?,2026-01-17 18:39:59
538,55,98,Can you color grade this footage?,2025-05-05 13:29:11
539,142,274,Can you add a split screen effect?,2026-01-25 09:29:22
540,17,830,Please brighten the footage a bit more.,2026-01-02 14:15:45
541,789,553,How long will the delivery take?,2025-12-06 05:16:49
542,520,156,Please brighten the footage a bit more.,2025-10-11 03:22:20
543,228,526,I want a vintage film look for this video.,2025-07-15 21:46:16
544,945,786,Please remove the background noise.,2023-01-03 02:04:37
545,153,985,I need vertical and horizontal versions.,2023-08-07 23:06:30
546,35,544,I want a dreamy aesthetic for this vlog.,2025-02-17 07:04:10
547,909,72,I need this for a pitch to investors.,2024-02-12 11:02:55
548,706,333,Please brighten the footage a bit more.,2024-12-27 16:14:07
549,233,809,I want a dreamy aesthetic for this vlog.,2025-09-17 03:32:56
550,995,198,Can you add particle effects?,2024-04-29 08:17:05
551,164,974,Can you speed ramp the action scenes?,2024-06-19 09:41:02
552,466,18,Can you add subtitles to my video?,2024-04-03 01:41:34
553,90,164,Please export with captions burned in.,2023-05-28 10:43:05
554,791,574,Please brighten the footage a bit more.,2025-05-07 07:23:34
555,719,340,Can you add background music to the edit?,2025-05-03 02:24:57
556,119,704,Can you add particle effects?,2023-04-19 05:02:01
557,644,181,I want the gaming footage to look more cinematic.,2024-05-23 21:00:49
558,355,579,Please make the reels more dynamic.,2024-03-21 23:05:27
559,682,888,I need vertical and horizontal versions.,2023-06-28 01:58:15
560,905,33,Can you color grade this footage?,2024-12-23 03:20:34
561,617,178,Can you speed ramp the action scenes?,2023-03-28 08:46:05
562,271,437,Can you add particle effects?,2023-02-06 21:19:22
563,56,88,Please brighten the footage a bit more.,2025-05-22 16:23:05
564,249,535,Can you add motion blur effects?,2024-12-13 05:57:46
565,89,31,How long will the delivery take?,2026-01-29 02:32:27
566,901,764,Can you sync the cuts to the beat?,2023-11-08 19:19:28
567,926,131,Please sync everything to the drum hits.,2026-02-16 03:05:16
568,948,643,Please use the song I sent you.,2023-04-17 23:13:32
569,360,92,Please brighten the footage a bit more.,2023-02-15 22:48:32
570,671,927,I want the video to be under 60 seconds.,2025-04-07 07:30:22
571,733,384,Can you add subtitles to my video?,2025-02-12 13:46:53
572,754,440,Please use the song I sent you.,2026-03-13 15:20:40
573,333,230,I need the audio levels balanced out.,2026-02-09 03:30:17
574,936,997,Please add reaction zoom effects.,2024-02-06 23:23:52
575,320,391,I want neon glow effects for the gaming edit.,2023-03-13 19:08:04
576,994,897,I need a square format version too.,2025-10-14 23:35:01
577,182,916,Can you add motion blur effects?,2024-11-14 13:09:22
578,430,225,I want the gaming footage to look more cinematic.,2024-04-11 03:03:36
579,393,846,Please make the reels more dynamic.,2023-06-16 15:53:36
580,637,91,Please use jump cuts for more energy.,2024-01-03 21:00:22
581,8,375,I need this for a pitch to investors.,2026-01-22 12:55:03
582,762,818,I want the gaming footage to look more cinematic.,2023-11-15 17:22:52
583,988,750,I need a square format version too.,2025-02-03 08:18:26
584,866,153,I want the video to be under 60 seconds.,2024-01-01 04:54:11
585,359,572,Can you add particle effects?,2023-05-10 09:13:44
586,503,420,I want upbeat music for the montage.,2023-09-20 23:38:41
587,168,963,Can you add my logo watermark?,2026-03-22 01:52:18
588,104,768,I need a short teaser version as well.,2023-07-16 09:43:59
589,846,470,Please add a smooth zoom effect on key moments.,2023-10-13 00:54:29
590,404,464,Can you add subtitles to my video?,2025-03-02 15:21:32
591,402,868,Can you add particle effects?,2025-12-29 07:49:29
592,829,397,I want a dreamy aesthetic for this vlog.,2025-12-21 20:46:42
593,802,410,Can you add motion blur effects?,2023-07-22 07:34:19
594,283,79,Please export with captions burned in.,2024-11-17 20:20:12
595,906,419,I want upbeat music for the montage.,2024-11-17 22:52:25
596,523,877,Can you add a call-to-action at the end?,2025-08-26 23:27:15
597,301,485,Can you add lower thirds with my name?,2023-05-06 09:59:17
598,679,164,I need the logo animated in 3D.,2023-04-04 16:17:59
599,655,213,Can you make the transitions smoother?,2023-01-24 16:54:30
600,38,423,Can you add background music to the edit?,2025-03-03 23:52:03
601,311,513,Please sync everything to the drum hits.,2025-01-21 05:26:15
602,309,997,Can you add motion blur effects?,2023-07-15 08:59:42
603,241,321,Can you add a call-to-action at the end?,2023-11-22 17:47:24
604,315,55,I need a square format version too.,2026-02-02 05:24:42
605,430,900,Can you add chapter markers in the edit?,2026-03-17 11:25:48
606,388,561,Can you add motion blur effects?,2023-06-21 22:21:12
607,155,89,Please use jump cuts for more energy.,2025-09-17 04:28:16
608,444,864,I want the video to be under 60 seconds.,2025-07-28 13:10:05
609,756,770,I want a dreamy aesthetic for this vlog.,2023-09-12 12:27:17
610,366,263,Please sync everything to the drum hits.,2023-09-25 15:08:34
611,18,994,I need vertical and horizontal versions.,2025-10-22 11:46:48
612,708,284,Please remove the background noise.,2025-09-25 21:59:43
613,839,91,I need the audio levels balanced out.,2023-07-12 12:47:40
614,104,687,Please add a smooth slow-mo at the climax.,2025-08-09 18:07:50
615,505,793,Please add text overlays with key points.,2025-04-29 14:31:37
616,564,83,Please make the intro more impactful.,2023-08-17 07:18:02
617,475,256,Can you add subtitles to my video?,2025-11-05 02:34:26
618,440,240,I need a square format version too.,2023-12-17 09:33:23
619,346,694,I need the logo animated in 3D.,2024-03-22 22:47:05
620,513,896,Can you add animated charts and graphs?,2023-10-06 01:01:56
621,742,67,Please make the intro more impactful.,2025-03-14 04:20:29
622,284,601,Can you add particle effects?,2025-04-14 06:51:31
623,24,415,I need vertical and horizontal versions.,2024-02-08 17:12:46
624,887,793,Please make the reels more dynamic.,2024-06-23 20:54:17
625,868,101,Can you add background music to the edit?,2023-03-10 06:50:05
626,187,94,I want a cinematic black bar effect.,2024-07-30 18:29:27
627,319,201,Please add a smooth zoom effect on key moments.,2026-03-11 00:46:33
628,286,85,I want neon glow effects for the gaming edit.,2023-10-18 00:46:50
629,254,884,Please make the reels more dynamic.,2023-07-04 08:39:10
630,726,412,Can you color grade this footage?,2024-04-28 09:15:21
631,626,762,Please make the intro more impactful.,2024-10-20 19:32:20
632,5,844,Please add a smooth color grade.,2025-02-10 21:14:48
633,146,103,Please add a smooth slow-mo at the climax.,2026-02-08 07:39:22
634,658,894,Can you add animated charts and graphs?,2024-08-21 11:43:31
635,55,60,Please add text overlays with key points.,2023-09-11 18:53:02
636,64,716,Please add text overlays with key points.,2023-06-13 11:58:21
637,609,458,Can you add a progress bar animation?,2025-07-09 07:48:38
638,638,619,Can you color grade this footage?,2023-05-05 21:23:53
639,92,827,Can you add a call-to-action at the end?,2023-02-20 17:13:01
640,961,14,I need captions in English and Spanish.,2024-04-07 23:18:41
641,942,960,Please include a highlight reel at the start.,2023-07-01 17:44:29
642,247,110,Please add reaction zoom effects.,2025-12-07 23:48:07
643,509,766,Can you add background music to the edit?,2025-07-05 09:23:09
644,843,478,Please add reaction zoom effects.,2025-10-10 12:57:17
645,569,425,I want more slow motion effects.,2026-04-28 01:38:48
646,768,108,I want the gaming footage to look more cinematic.,2026-03-23 07:59:59
647,398,906,Can you add motion blur effects?,2026-03-27 19:43:03
648,963,364,I need a short teaser version as well.,2026-01-16 11:54:24
649,632,770,Can you color grade this footage?,2026-01-26 13:06:31
650,520,265,Can you add background music to the edit?,2025-06-23 04:21:33
651,664,292,I want the gaming footage to look more cinematic.,2024-12-26 06:19:14
652,842,537,Please use jump cuts for more energy.,2024-07-20 19:27:25
653,944,10,I want the gaming footage to look more cinematic.,2023-07-07 11:49:56
654,79,211,I want a vintage film look for this video.,2024-06-13 15:11:25
655,229,346,Please make the intro more impactful.,2023-09-15 15:49:21
656,724,123,Please make the reels more dynamic.,2025-01-04 09:52:31
657,945,171,Can you add a progress bar animation?,2025-04-01 07:19:52
658,693,889,I want a vintage film look for this video.,2025-03-23 03:25:37
659,763,4,Please include a highlight reel at the start.,2023-08-03 02:10:03
660,799,480,Can you add a blurred background to interviews?,2026-03-27 15:44:06
661,58,733,Can you speed ramp the action scenes?,2024-12-28 06:22:32
662,115,969,Can you add particle effects?,2023-06-14 15:53:57
663,437,29,Can you add a progress bar animation?,2025-12-08 14:44:10
664,525,114,I need the audio levels balanced out.,2025-08-14 14:05:34
665,482,1000,Can you add motion blur effects?,2023-07-21 22:29:32
666,916,208,I need a short teaser version as well.,2025-07-14 18:07:18
667,901,777,I need the logo animated in 3D.,2025-09-11 19:39:40
668,394,258,Please include a highlight reel at the start.,2025-02-01 03:48:36
669,794,124,I want upbeat music for the montage.,2023-11-04 20:41:17
670,497,347,Can you speed ramp the action scenes?,2023-03-04 23:10:41
671,459,900,Can you add particle effects?,2025-05-19 17:34:11
672,885,109,Can you add subtitles to my video?,2023-10-11 03:43:57
673,818,294,Can you add a progress bar animation?,2023-01-24 12:25:12
674,690,741,Please add a smooth slow-mo at the climax.,2025-05-03 05:43:52
675,376,804,I want a dreamy aesthetic for this vlog.,2024-12-24 11:55:16
676,888,994,Can you add animated charts and graphs?,2023-02-19 05:34:42
677,16,174,Can you add a split screen effect?,2024-02-04 09:40:16
678,686,889,Please remove the background noise.,2023-10-29 22:36:36
679,818,787,Please brighten the footage a bit more.,2023-11-28 15:55:33
680,898,405,Can you sync the cuts to the beat?,2023-09-10 09:50:11
681,994,845,I need the video by Friday please.,2024-08-30 06:27:58
682,600,39,Please export in 4K resolution.,2025-07-25 05:30:59
683,685,782,Please export in 4K resolution.,2025-05-07 00:53:22
684,361,868,Can you add lower thirds with my name?,2024-02-08 13:54:12
685,408,683,Please include a highlight reel at the start.,2023-02-01 06:47:13
686,399,821,I want a vintage film look for this video.,2025-11-26 03:45:37
687,700,366,Please add a custom intro animation.,2024-11-10 01:57:20
688,635,707,I need the video by Friday please.,2024-01-18 08:06:28
689,592,871,Can you make the transitions smoother?,2025-12-19 01:21:07
690,767,963,Can you add motion blur effects?,2023-05-20 06:39:54
691,330,57,Can you add chapter markers in the edit?,2023-06-29 15:55:04
692,859,417,I need a square format version too.,2023-08-14 21:08:09
693,398,75,Can you add subtitles to my video?,2025-01-16 12:28:28
694,951,10,I need captions in English and Spanish.,2023-11-04 07:59:31
695,373,48,Can you add a split screen effect?,2025-03-23 06:59:15
696,786,265,I want a cinematic black bar effect.,2024-03-14 12:18:20
697,869,217,Can you color match all the clips?,2026-03-08 09:36:31
698,712,116,Please export with captions burned in.,2025-04-16 09:18:40
699,887,228,Please sync everything to the drum hits.,2023-08-02 01:59:54
700,296,555,Please remove the background noise.,2025-02-21 07:42:37
701,68,226,Please make the reels more dynamic.,2023-01-17 04:59:17
702,309,935,Can you add background music to the edit?,2026-02-21 16:38:19
703,436,616,Please add a custom intro animation.,2023-01-25 08:46:25
704,324,879,Can you speed ramp the action scenes?,2023-03-15 02:43:17
705,151,104,Can you make the transitions smoother?,2023-04-22 01:04:23
706,387,488,I want neon glow effects for the gaming edit.,2024-07-20 22:03:38
707,782,827,Please add a smooth slow-mo at the climax.,2025-05-04 19:19:54
708,398,716,Please remove the background noise.,2024-09-20 08:38:46
709,731,814,Please add a smooth color grade.,2023-12-26 07:35:59
710,684,889,Please export with captions burned in.,2024-05-27 23:05:58
711,239,318,Can you add a progress bar animation?,2023-05-22 06:06:31
712,96,4,Can you add my logo watermark?,2023-01-27 20:38:19
713,840,122,Please add reaction zoom effects.,2024-03-05 07:08:38
714,934,511,Can you add particle effects?,2024-02-08 13:43:11
715,788,160,I need this for a pitch to investors.,2025-02-24 16:48:17
716,840,828,I need the logo animated in 3D.,2024-10-21 17:59:44
717,877,983,I need the video by Friday please.,2024-05-12 12:36:03
718,484,253,Can you add a progress bar animation?,2024-06-07 18:46:50
719,329,763,Please add reaction zoom effects.,2023-06-23 00:36:34
720,141,560,I need the audio levels balanced out.,2023-04-29 22:54:28
721,928,460,I need this for a pitch to investors.,2024-05-27 05:14:21
722,827,101,Please brighten the footage a bit more.,2023-12-31 03:59:23
723,607,382,Please add reaction zoom effects.,2025-05-24 14:13:43
724,510,519,Can you add background music to the edit?,2024-06-14 15:03:10
725,371,266,Can you add motion blur effects?,2024-08-08 00:29:01
726,875,962,I want the gaming footage to look more cinematic.,2023-03-13 04:37:47
727,781,688,Can you add a blurred background to interviews?,2024-12-18 19:22:50
728,165,233,I want neon glow effects for the gaming edit.,2024-08-18 20:24:47
729,20,158,Please remove the background noise.,2024-03-31 01:20:49
730,446,777,Can you add chapter markers in the edit?,2024-07-28 19:34:48
731,791,287,Please use the song I sent you.,2026-04-16 09:38:50
732,474,480,Can you add motion blur effects?,2023-02-27 07:28:20
733,367,67,I want a vintage film look for this video.,2023-06-08 09:21:06
734,28,472,I need captions in English and Spanish.,2023-04-06 07:41:34
735,847,513,Can you add lower thirds with my name?,2023-07-10 15:14:40
736,371,394,I want the video to be under 60 seconds.,2026-03-18 17:12:24
737,668,493,I want upbeat music for the montage.,2025-09-23 10:18:54
738,771,236,Please include a highlight reel at the start.,2025-10-29 17:19:06
739,741,63,I need captions in English and Spanish.,2023-06-02 02:37:04
740,499,326,I need a square format version too.,2023-12-21 22:33:23
741,543,17,I need the audio levels balanced out.,2023-10-16 19:51:35
742,910,453,Please remove the background noise.,2023-04-24 13:45:31
743,861,309,Can you add animated charts and graphs?,2024-05-19 03:26:14
744,723,471,Please add a smooth zoom effect on key moments.,2023-10-09 14:42:01
745,393,52,I want a cinematic black bar effect.,2025-05-24 08:05:12
746,177,341,I want the video to be under 60 seconds.,2026-04-12 09:13:23
747,770,404,I need a short teaser version as well.,2025-03-31 16:08:56
748,413,152,I want a vintage film look for this video.,2023-10-17 04:12:53
749,569,529,I need a square format version too.,2023-03-13 07:34:03
750,460,427,Please use the song I sent you.,2024-01-25 17:43:02
751,140,11,I want a vintage film look for this video.,2025-10-11 06:31:06
752,914,387,I need a short teaser version as well.,2023-11-18 16:50:15
753,148,490,Please add a custom intro animation.,2026-01-02 16:45:19
754,212,966,Please use jump cuts for more energy.,2023-11-20 19:58:00
755,745,562,I need vertical and horizontal versions.,2025-01-09 14:23:25
756,428,709,Please brighten the footage a bit more.,2024-07-10 16:13:23
757,619,129,I need captions in English and Spanish.,2025-04-02 03:03:53
758,442,740,Can you add animated charts and graphs?,2025-01-08 12:07:27
759,622,54,Can you add particle effects?,2025-11-09 23:20:12
760,711,31,I want the video to be under 60 seconds.,2025-03-14 11:37:19
761,941,959,Please make the intro more impactful.,2024-09-03 10:25:50
762,606,696,Can you speed ramp the action scenes?,2023-10-02 07:21:37
763,59,711,Please use jump cuts for more energy.,2026-04-27 06:55:26
764,380,797,Please add a smooth color grade.,2024-02-08 18:37:30
765,7,356,Please make the reels more dynamic.,2025-12-04 00:33:23
766,538,967,Can you add a blurred background to interviews?,2026-04-14 14:21:09
767,149,486,Please add text overlays with key points.,2025-06-16 18:36:31
768,429,761,How long will the delivery take?,2024-05-23 21:18:30
769,611,875,I want a vintage film look for this video.,2024-10-28 20:40:35
770,975,264,I need the audio levels balanced out.,2023-01-15 01:22:35
771,322,197,I need a short teaser version as well.,2025-10-16 18:18:42
772,756,330,Can you add particle effects?,2024-11-30 17:51:35
773,60,755,Please include a highlight reel at the start.,2025-02-16 08:29:43
774,610,903,Can you add lower thirds with my name?,2025-02-15 18:19:17
775,728,348,I want a dreamy aesthetic for this vlog.,2024-01-31 23:34:14
776,163,447,Please add a custom intro animation.,2025-06-30 17:37:55
777,722,884,Please make the reels more dynamic.,2024-01-11 02:04:52
778,852,801,Please make the intro more impactful.,2024-02-08 17:16:22
779,151,866,Can you sync the cuts to the beat?,2025-01-11 02:30:46
780,216,881,I need vertical and horizontal versions.,2026-03-10 18:20:13
781,858,134,Can you add lower thirds with my name?,2026-02-06 05:46:10
782,212,185,Can you color grade this footage?,2026-01-02 07:47:51
783,181,180,Can you add a split screen effect?,2023-08-18 00:56:50
784,494,106,Can you add background music to the edit?,2026-03-29 09:38:18
785,77,856,Can you add lower thirds with my name?,2024-07-30 15:34:26
786,667,909,I need this for a pitch to investors.,2024-10-23 23:41:09
787,622,124,I need this for a pitch to investors.,2023-06-15 22:37:57
788,434,169,Can you color grade this footage?,2026-04-26 03:32:52
789,302,162,Please export with captions burned in.,2025-04-24 03:47:23
790,381,117,Please remove the background noise.,2024-02-21 23:24:07
791,858,566,I need vertical and horizontal versions.,2025-06-15 20:45:36
792,567,239,I want more slow motion effects.,2024-08-05 13:26:28
793,180,963,Can you add background music to the edit?,2024-10-22 06:51:22
794,979,593,Can you add subtitles to my video?,2023-11-19 09:50:07
795,599,878,Can you sync the cuts to the beat?,2023-10-19 02:35:35
796,31,921,Can you sync the cuts to the beat?,2026-03-06 13:36:22
797,424,985,Please sync everything to the drum hits.,2025-05-04 02:18:50
798,15,98,Can you add a call-to-action at the end?,2023-10-14 18:21:38
799,695,408,Can you add a call-to-action at the end?,2025-02-08 23:55:32
800,849,80,Can you color grade this footage?,2024-10-18 08:35:33
801,560,26,Please add a custom intro animation.,2024-12-01 06:43:34
802,476,905,Please add reaction zoom effects.,2023-01-31 08:33:19
803,944,222,How long will the delivery take?,2024-09-13 19:23:47
804,947,199,I want a vintage film look for this video.,2026-04-24 17:47:27
805,41,910,Please use jump cuts for more energy.,2025-11-30 20:00:17
806,12,964,I want more slow motion effects.,2024-03-28 16:55:13
807,598,204,I need captions in English and Spanish.,2023-10-15 07:57:58
808,424,856,Can you add lower thirds with my name?,2023-10-13 10:51:36
809,260,939,Can you add a call-to-action at the end?,2024-08-08 13:42:11
810,592,230,I need the video by Friday please.,2024-11-15 17:37:29
811,164,577,Can you add a call-to-action at the end?,2024-11-20 10:39:13
812,444,248,Can you add a progress bar animation?,2023-01-09 14:41:36
813,553,228,Please sync everything to the drum hits.,2023-02-20 20:06:34
814,760,408,Please add reaction zoom effects.,2024-05-20 08:28:19
815,267,63,I want a cinematic black bar effect.,2024-06-27 17:16:02
816,631,747,Please export with captions burned in.,2025-05-04 19:02:26
817,333,112,Can you color match all the clips?,2025-07-27 00:42:07
818,225,756,Can you add a blurred background to interviews?,2023-12-16 15:37:28
819,131,474,Can you color match all the clips?,2023-09-03 18:48:14
820,777,506,Can you sync the cuts to the beat?,2025-04-20 14:53:23
821,882,90,I want a cinematic black bar effect.,2025-06-08 19:46:27
822,121,842,Please export in 4K resolution.,2023-12-12 12:32:23
823,357,668,Can you color grade this footage?,2024-04-08 23:35:12
824,999,791,Please sync everything to the drum hits.,2024-10-29 03:09:04
825,61,129,Please use the song I sent you.,2026-01-21 12:36:07
826,430,464,I need vertical and horizontal versions.,2025-09-30 16:12:48
827,340,844,I want a cinematic black bar effect.,2024-12-06 00:04:40
828,884,171,Can you add a progress bar animation?,2025-09-28 13:29:41
829,312,365,I need captions in English and Spanish.,2025-07-02 22:24:30
830,501,272,Please export with captions burned in.,2026-03-09 17:42:28
831,642,601,Can you make the transitions smoother?,2023-02-06 16:13:33
832,464,741,Can you add subtitles to my video?,2025-02-24 20:34:33
833,880,560,Please use the song I sent you.,2024-04-13 11:14:24
834,836,3,Can you add particle effects?,2026-03-08 14:18:34
835,508,373,Please add reaction zoom effects.,2024-10-03 13:40:33
836,867,892,Please make the reels more dynamic.,2023-09-21 20:52:02
837,46,559,Can you add subtitles to my video?,2025-10-30 12:59:55
838,733,945,Can you add background music to the edit?,2025-05-28 02:23:41
839,983,863,I want a cinematic black bar effect.,2025-07-13 16:01:22
840,48,170,Can you sync the cuts to the beat?,2026-04-14 01:05:38
841,80,926,Can you make the transitions smoother?,2026-04-21 18:50:47
842,846,968,I need a square format version too.,2024-01-06 08:36:47
843,635,34,Can you add a call-to-action at the end?,2024-02-07 18:00:42
844,556,587,I want more slow motion effects.,2025-06-27 18:14:15
845,231,178,I want a cinematic black bar effect.,2024-06-25 16:52:08
846,981,198,Please add a smooth color grade.,2023-11-17 19:02:51
847,178,7,I want a cinematic black bar effect.,2024-01-16 10:16:34
848,367,69,I want more slow motion effects.,2023-08-28 12:12:09
849,830,384,Can you add a split screen effect?,2024-05-30 02:55:08
850,353,874,Can you color grade this footage?,2023-06-26 16:24:38
851,634,906,I want neon glow effects for the gaming edit.,2023-12-18 18:54:58
852,346,291,Please use jump cuts for more energy.,2026-01-20 13:45:20
853,700,920,I want more slow motion effects.,2023-12-18 11:14:41
854,876,415,I need the logo animated in 3D.,2025-02-22 17:25:46
855,833,568,Can you add a progress bar animation?,2024-03-18 19:29:41
856,712,803,I need captions in English and Spanish.,2025-08-27 08:15:53
857,199,774,I need the audio levels balanced out.,2024-01-17 20:45:10
858,198,897,I want a cinematic black bar effect.,2024-04-02 21:22:05
859,871,253,I need vertical and horizontal versions.,2023-09-11 20:57:40
860,607,437,Please brighten the footage a bit more.,2023-01-12 14:01:06
861,832,551,Please make the reels more dynamic.,2024-06-23 02:22:21
862,578,765,Can you add chapter markers in the edit?,2025-04-16 15:43:56
863,661,237,I need the video by Friday please.,2023-07-16 13:45:35
864,852,990,Can you add a call-to-action at the end?,2026-03-15 13:08:45
865,277,93,I want a cinematic black bar effect.,2025-06-20 00:02:45
866,59,455,I need the audio levels balanced out.,2024-06-02 03:48:25
867,770,613,I need vertical and horizontal versions.,2024-05-01 15:36:28
868,930,896,Please export with captions burned in.,2025-07-23 04:15:12
869,630,138,Can you color grade this footage?,2023-07-03 11:47:40
870,147,249,I need this for a pitch to investors.,2024-09-16 00:34:34
